input	gold
さくへんきょくえぐちただしさち	作編曲江口正祥
うたすどうまゆみ	唄須藤まゆみ
そうにゅうきょくじのながれ	挿入曲時の流れ
さくしさいとういさむ	作詞斉藤勇
さっきょくたかのふじお	作曲高野富士雄
へんきょくこうのすすむ	編曲河野進
うたなかざわけんし	唄中沢堅司
さっきょくたかのふじお	作曲高野富士雄
へんきょくありさわたかのり	編曲有澤孝紀
そうにゅうきょくときめきのらびりんす	挿入曲ときめきのラビリンス
さくしもりゆりこ	作詞森由里子
さくへんきょくえぐちただしさち	作編曲江口正祥
うたふじいみどり	唄藤井みどり
そうにゅうきょくいくせんのこく	挿入曲幾千の刻
さくしさいとういさむ	作詞斉藤勇
さくへんきょくこんどうけいぞう	作編曲近藤敬三
うたいしはらしんいち	唄石原慎一
さっきょくあすかりょう	作曲飛鳥涼
へんきょくありさわたかのり	編曲有澤孝紀
さくへんきょくこんどうけいぞう	作編曲近藤敬三
どらまあいのいずみ	ドラマ愛の泉
そうにゅうきょくあいたくて	挿入曲会いたくて
さくしまつもとみほ	作詞松本美保
さっきょくたかのふじお	作曲高野富士雄
へんきょくありさわたかのり	編曲有澤孝紀
うたすどうまゆみ	唄須藤まゆみ
どらましあわせをさがしに	ドラマ幸せをさがしに
さくしふじいみどり	作詞藤井みどり
さっきょくやまもとたくおのれ	作曲山本拓己
へんきょくかとうみのる	編曲加藤実
うたふじいみどり	唄藤井みどり
きゃすと	キャスト
しょうねんむけであるほんけびっくりまんとこえがかぶらないようできるだけしゅうろくとうじまでにほうえいしていたびっくりまんのめーんきゃすとははずしている	少年向けである本家ビックリマンと声がかぶらないようできるだけ収録当時までに放映していたビックリマンのメインキャストははずしている
きゃくちゅう	脚注
こうそくどうろなんばりんぐによるろせんばんごうはいーいちさんがじどうしゃせんようどうろくかんにわりふられている	高速道路ナンバリングによる路線番号はE13が自動車専用道路区間に割り振られている
がいよう	概要
にぜろにさんねんれいわごねんいちいちがつさんぜろかいこうじどうしゃせんようどうろくかんはとうほくちゅうおうじどうしゃどうとしてあんないひょうじがされることとなった	2023年令和5年11月30日以降自動車専用道路区間は東北中央自動車道として案内表示がされる事となった
とうしょじっさいにひょうしきのひょうきがとうほくちゅうおうどうにへんこうされるのはよこぼりどうろかいつういこうとしていたが	当初実際に標識の表記が東北中央道に変更されるのは横堀道路開通以降としていたが
きろぽすとはこくどういちさんごうのふくしまがきてんになっている	キロポストは国道13号の福島が起点になっている
こくどこうつうしょうがかんりするいっぱんどうろこくどういちさんごうである	国土交通省が管理する一般道路国道13号である
おうふくよんしゃせんでりょうがわにほどうがありほうていそくどきせいくかんである	往復4車線で両側に歩道があり法定速度規制区間である
きろぽすとはだいていこうさてんがきてんになっている	キロポストは大堤交差点が起点になっている
いんたーちぇんじなど	インターチェンジなど
ぜんくかんあきたけんないにしょざい	全区間秋田県内に所在
あいしーばんごうらんのはいけいしょくがゆうりょうぶいっぱんぶであるぶぶんについてはどうろがきょうようずみのくかんをしめしている	IC番号欄の背景色が有料部一般部である部分については道路が供用済みの区間を示している
